Date,Close,High,Low,Open,Volume,MA10,MA50,Returns,Volatility
2021-12-22,323.5330505371094,323.931129340318,316.2991817268589,318.7751880271797,24831500,321.11817626953126,317.85973205566404,0.018057442797755563,6.929392915088616
2021-12-23,324.9798278808594,326.6305185809292,323.0767005658128,323.0961096493684,19617800,321.27256774902344,318.6155706787109,0.004471806949392532,7.003574146842403
2021-12-27,332.5146789550781,332.5438073945915,325.69832778706945,325.7274562265829,19947000,321.2638305664062,319.39727172851565,0.023185596236394934,6.987906797389837
2021-12-28,331.3494873046875,333.8352129560905,330.4464760334282,333.1943576445619,15661500,321.44346313476564,320.1273681640625,-0.0035041810907483484,7.243099065034576
2021-12-29,332.0291748046875,334.3109716368444,329.82501429921825,331.39800924802887,15042000,322.7649749755859,320.8113537597656,0.002051270715789588,7.886993039895672
2021-12-30,329.4755554199219,333.17501620817654,328.99006156705707,331.9904100218986,15994500,323.21843872070315,321.4260461425781,-0.007690948803724118,8.151910486446402
2021-12-31,326.5625,329.51428045591985,326.1061347220108,328.6889648450792,18000800,324.3273071289062,321.9983734130859,-0.008841491795071543,7.724351632102396
2022-01-03,325.0380249023437,328.1937338819782,320.21221644666167,325.62062325578984,28865100,325.3905395507812,322.4752734375,-0.004668249102871003,6.894060943996326
2022-01-04,319.4646301269531,325.4750455603239,316.6584618241034,325.1157552681164,32674300,326.2741424560547,322.87172058105466,-0.0171469008189582,5.133189615600122
2022-01-05,307.2010498046875,316.6099216571062,306.8126607060749,316.40599293377886,40054300,325.2147979736328,323.042861328125,-0.038387912669368585,7.585095394977199
2022-01-06,304.7735900878906,309.4537573925921,302.4529155197897,304.06475847821264,39646100,323.33885192871094,323.1270739746094,-0.007901860095661184,9.986802508596757
2022-01-07,304.9289245605469,307.3175455273489,301.0935120604903,305.0357189627148,32720000,321.33376159667966,322.9612335205078,0.0005096716963286507,11.516436419989379
2022-01-10,305.1522216796875,305.5891778942772,295.8501747506654,300.5109027560878,44289500,318.59751586914064,322.77698303222655,0.0007322923512829149,11.811546538291484
2022-01-11,305.8416748046875,307.42435964932554,300.8993516399399,304.28808876960994,29386800,316.04673461914064,322.4655999755859,0.002259374423705607,11.501920325421466
2022-01-12,309.0361328125,314.0270220084163,307.8806554969375,310.3955388064669,34372200,313.7474304199219,322.26171936035155,0.010444809425832924,10.173438651444382
2022-01-13,295.9569091796875,311.5704011352685,295.1801312135764,311.1722927971781,45366000,310.39556579589845,321.723369140625,-0.042322635588855184,9.934610943330705
2022-01-14,301.2003173828125,301.8023248577446,294.93743650779754,295.42293023044414,39846400,307.8593475341797,321.2730242919922,0.017716796062164253,8.47956532210072
2022-01-18,293.8693542480469,300.8119087883123,292.9857520873315,295.2481695047707,42333200,304.74248046875,320.6287615966797,-0.024339161387563535,7.0757143766305965
2022-01-19,294.52960205078125,304.8026655825984,293.91790486518016,297.40374615872065,45933900,302.2489776611328,320.0050714111328,0.0022467392165603783,5.537520884963216
2022-01-20,292.8498229980469,302.6082350893692,292.4031770647772,300.1031004881252,35380700,300.81385498046876,319.32975708007814,-0.005703260524708709,5.955413566595455
2022-01-21,287.4413452148437,295.28690890510154,287.0335175447627,293.9081236483354,57984400,299.08063049316405,318.5664331054688,-0.01846843453014224,7.089165448607358
2022-01-24,287.77154541015625,288.4900666398452,268.0410733422131,283.72254434338123,85731500,297.364892578125,317.9095428466797,0.0011487567839822965,7.575997893967828
2022-01-25,280.1201477050781,286.4315658537764,276.89649203266447,283.06223836449163,72848600,294.86168518066404,317.06802734375,-0.02658844429588303,8.760009863376197
2022-01-26,288.1016540527344,299.5496034339811,284.5284276453755,299.05439039333135,90428900,293.0876831054687,316.30298278808596,0.028493153430932505,8.057480791420334
2022-01-27,291.1408996582031,298.38445839019573,289.28630990590625,293.8790916253967,53481300,291.29815979003905,315.6113232421875,0.010549212622404713,5.790029275546188
2022-01-28,299.3166198730469,299.5302383109327,285.907284705517,291.519591338495,49743700,291.634130859375,315.0164971923828,0.02808166157500369,6.1750658272521175
2022-01-31,301.9576416015625,303.31701789683694,297.48137473419564,299.9865385653693,46444500,291.70986328125,314.4700244140625,0.008823505121886566,6.30862317417557
2022-02-01,299.80206298828125,301.61780458751355,296.27737417462686,301.40418618571084,40950400,292.3031341552734,313.8386877441406,-0.007138678795635789,6.794516815024561
2022-02-02,304.36572265625,305.97756540493566,299.91861310216416,300.64685370133134,36636000,293.2867462158203,313.262890625,0.015222242377121775,7.791470293029872
2022-02-03,292.50994873046875,302.20041346720024,291.2573667110929,300.510875273196,43730000,293.2527587890625,312.5136767578125,-0.03895239523791949,7.794328742587606
2022-02-04,297.0638732910156,299.8408828984907,291.2670776055158,291.5001050880501,35096500,294.2150115966797,311.89729370117186,0.015568443330941317,7.588418121544489
2022-02-07,292.2187194824219,298.908808395224,291.1991647600581,297.2872757560172,28533300,294.65972900390625,311.1795404052734,-0.01631014150228638,7.293421665157811
2022-02-08,295.7239685058594,296.6949560645553,291.24773008372165,292.5100020571509,32421200,296.22011108398436,310.6917156982422,0.011995292531724155,5.208233388759959
2022-02-09,302.1809997558594,302.8801119137957,298.47185017143323,300.8798801126251,31284700,297.6280456542969,310.1980645751953,0.021834656428506793,4.641974040493994
2022-02-10,293.60723876953125,300.1516857901449,291.97598669358683,295.21908176083,45386200,297.8746795654297,309.650234375,-0.028372932094523184,4.312859954733827
