Date,Close,High,Low,Open,Volume,MA10,MA50,Returns,Volatility
2021-12-29,17213.599609375,17285.94921875,17176.650390625,17220.099609375,161700,17018.3546875,17558.8008984375,-0.0011402602889762914,204.0272236761881
2021-12-30,17203.94921875,17264.05078125,17146.349609375,17201.44921875,320800,17013.9095703125,17534.5048828125,-0.0005606259494814747,198.87759659444464
2021-12-31,17354.05078125,17400.80078125,17238.5,17244.5,167000,17050.7947265625,17516.25390625,0.008724831757606522,225.39774656765061
2022-01-03,17625.69921875,17646.650390625,17383.30078125,17387.150390625,200500,17151.9447265625,17505.2058984375,0.015653315812207858,234.47899932387307
2022-01-04,17805.25,17827.599609375,17593.55078125,17681.400390625,247400,17255.384765625,17499.012890625,0.01018687423526421,272.7227907316105
2022-01-05,17925.25,17944.69921875,17748.849609375,17820.099609375,251500,17352.36484375,17495.0098828125,0.0067395852346920915,322.1639040532932
2022-01-06,17745.900390625,17797.94921875,17655.55078125,17768.5,236500,17419.694921875,17484.5598828125,-0.010005417462796928,327.5115732916734
2022-01-07,17812.69921875,17905.0,17704.55078125,17797.599609375,239300,17500.58984375,17476.5948828125,0.003764183651131514,312.938899119107
2022-01-10,18003.30078125,18017.44921875,17879.150390625,17913.30078125,232400,17592.294921875,17479.5158984375,0.010700318921871732,312.3956462673538
2022-01-11,18055.75,18081.25,17964.400390625,17997.75,220200,17674.544921875,17487.197890625,0.002913311252602302,315.62039202829277
2022-01-12,18212.349609375,18227.94921875,18128.80078125,18170.400390625,245000,17774.419921875,17492.851875,0.008673115731830494,311.54796871752285
2022-01-13,18257.80078125,18272.25,18163.80078125,18257.0,303700,17879.805078125,17500.22890625,0.0024956237305924223,272.991483753205
2022-01-14,18255.75,18286.94921875,18119.650390625,18185.0,229500,17969.975,17508.759921875,-0.00011232356375068253,224.68002119252483
2022-01-17,18308.099609375,18321.55078125,18228.75,18235.650390625,266700,18038.2150390625,17516.5858984375,0.0028675682661627455,211.75599582351364
2022-01-18,18113.05078125,18350.94921875,18085.900390625,18337.19921875,227500,18068.9951171875,17517.4758984375,-0.010653690567923424,195.90784758101455
2022-01-19,17938.400390625,18129.19921875,17884.900390625,18129.19921875,276700,18070.31015625,17515.35890625,-0.00964224043394124,194.87716738378833
2022-01-20,17757.0,17943.69921875,17648.44921875,17921.0,258100,18071.4201171875,17510.154921875,-0.010112406160797005,192.84513969949668
2022-01-21,17617.150390625,17707.599609375,17485.849609375,17613.69921875,277600,18051.865234375,17505.0259375,-0.007875745304668613,228.59565902270194
2022-01-24,17149.099609375,17599.400390625,16997.849609375,17575.150390625,323800,17966.4451171875,17485.9529296875,-0.02656790518738339,366.66137591443743
2022-01-25,17277.94921875,17309.150390625,16836.80078125,17001.55078125,326500,17888.6650390625,17469.3229296875,0.007513491221694313,423.6768836726318
2022-01-27,17110.150390625,17182.5,16866.75,17062.0,395600,17778.4451171875,17451.541953125,-0.00971173291462768,470.85595353556727
2022-01-28,17101.94921875,17373.5,17077.099609375,17208.30078125,355300,17662.8599609375,17435.6079296875,-0.0004793161771092791,481.8498527434012
2022-01-31,17339.849609375,17410.0,17264.150390625,17301.05078125,321700,17571.269921875,17427.10890625,0.0139107178709299,442.0335911747726
2022-02-01,17576.849609375,17622.400390625,17244.55078125,17529.44921875,386400,17498.144921875,17430.3148828125,0.013667938611870323,359.34875505296077
2022-02-02,17780.0,17794.599609375,17674.80078125,17706.19921875,271200,17464.83984375,17435.847890625,0.011557838585399605,307.75613302039824
2022-02-03,17560.19921875,17781.150390625,17511.150390625,17767.75,226600,17427.0197265625,17438.750859375,-0.012362248664229525,263.09160696695324
2022-02-04,17516.30078125,17617.80078125,17462.55078125,17590.19921875,261400,17402.9498046875,17438.351875,-0.0024998826581151823,239.5006976064102
2022-02-07,17213.599609375,17536.75,17119.400390625,17456.30078125,265000,17362.5947265625,17442.0948828125,-0.017281112927623465,233.31703265198936
2022-02-08,17266.75,17306.44921875,17043.650390625,17279.849609375,268500,17374.359765625,17446.3508984375,0.0030876976246183574,224.14118185625873
2022-02-09,17463.80078125,17477.150390625,17339.0,17370.099609375,236400,17392.944921875,17455.9629296875,0.01141215233034587,222.96089493556624
2022-02-10,17605.849609375,17639.44921875,17427.150390625,17554.099609375,273600,17442.51484375,17464.7419140625,0.008133901085124018,207.68243213079674
2022-02-11,17374.75,17454.75,17303.0,17451.0,253100,17469.794921875,17464.20390625,-0.01312629691281364,172.99744250956036
2022-02-14,16842.80078125,17099.5,16809.650390625,17076.150390625,305500,17420.0900390625,17457.1259375,-0.03061622289529342,262.65379630417084
2022-02-15,17352.44921875,17375.0,16839.25,16933.25,298700,17397.65,17465.929921875,0.03025912638397754,257.3042545257894
2022-02-16,17322.19921875,17490.599609375,17257.69921875,17408.44921875,244500,17351.869921875,17468.839921875,-0.0017432697608654735,219.69485325826997
2022-02-17,17304.599609375,17442.900390625,17235.849609375,17396.55078125,232100,17326.3099609375,17465.5369140625,-0.001016014719190439,207.28207496326627
2022-02-18,17276.30078125,17380.80078125,17219.19921875,17236.05078125,189600,17302.3099609375,17460.7259375,-0.0016353356196504576,196.45104950362557
2022-02-21,17206.650390625,17351.05078125,17070.69921875,17192.25,215200,17301.6150390625,17454.6329296875,-0.004031556958107085,196.8116785755667
2022-02-22,17092.19921875,17148.55078125,16843.80078125,16847.94921875,300100,17284.1599609375,17449.1119140625,-0.006651566067580439,207.68730468300208
2022-02-23,17063.25,17220.69921875,17027.849609375,17194.5,200200,17244.1048828125,17443.87890625,-0.0016937094155936583,207.81734566180276
2022-02-24,16247.9501953125,16705.25,16203.25,16548.900390625,458000,17108.31494140625,17424.40990234375,-0.04778103847083648,344.1201784232604
