Date,Close,High,Low,Open,Volume,MA10,MA50,Returns,Volatility
2021-12-22,145.7183380126953,145.80294025722392,142.38677725036726,142.38677725036726,26322000,144.25821380615236,144.1150750732422,0.02050914336855314,2.269001606526837
2021-12-23,146.2174530029297,147.53813480597037,145.75515514574224,145.80293088513884,26384000,144.1863586425781,144.30087677001953,0.003425203698047108,2.1845858355490204
2021-12-27,147.20272827148438,147.6381465673,146.46923553683405,146.55532601949932,15976000,144.1769027709961,144.4353433227539,0.006738424506238294,2.169778634203752
2021-12-28,145.989013671875,147.5933427837578,145.35953120229175,147.53063903434503,18200000,144.26253967285157,144.5412170410156,-0.008245190927242407,2.2278145862128684
2021-12-29,145.9571990966797,146.71558204746444,144.95450078290762,145.94675100059968,17788000,144.5360336303711,144.61838806152343,-0.000217924447841078,2.2536419610224274
2021-12-30,145.50485229492188,146.5991232280735,145.29983879730824,145.99600389046415,15688000,144.51209716796876,144.6773760986328,-0.0030991743097110724,2.240617276059773
2021-12-31,144.16278076171875,146.00049147841654,144.16278076171875,145.35507858168188,18136000,144.55260620117187,144.7387432861328,-0.009223551737524871,2.2290948488667466
2022-01-03,144.3015899658203,145.1569973040858,143.0291700315321,144.36477967492633,28646000,144.87769927978516,144.80055725097657,0.0009628643632435541,1.8697087033576536
2022-01-04,143.71243286132812,145.78800478376272,143.03268400586742,144.7041819007758,28400000,145.15562286376954,144.9365670776367,-0.004082817830570962,1.353539733587389
2022-01-05,137.1194305419922,143.81193646128006,137.03285410456272,143.7328164404052,54618000,144.58858184814454,144.9430953979492,-0.0458763531315185,2.833465387853115
2022-01-06,137.09205627441406,139.27412860315894,135.90871848698256,136.34662727318383,37348000,143.7259536743164,144.91202362060548,-0.0001996381364035571,3.647480225533012
2022-01-07,136.3650360107422,137.78972784408742,135.1204826896513,137.48816060615565,29760000,142.74071197509767,144.72888916015626,-0.005303153832754703,4.190008430746416
2022-01-10,138.00967407226562,138.1589694503338,132.53087842354833,134.43527149606194,44408000,141.82140655517577,144.58598236083984,0.01206055532734851,4.109980285237535
2022-01-11,139.07110595703125,139.54883297337483,136.0420998146872,137.35034411747029,28730000,141.1296157836914,144.4205728149414,0.007690996242841752,3.9077828481016152
